_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,hours,menu1,menu10,menu10price,menu11,menu11price,menu12,menu12price,menu13,menu13price,menu14,menu14price,menu15,menu15price,menu16,menu16price,menu17,menu17price,menu18,menu18price,menu19,menu19price,menu1price,menu2,menu20,menu20price,menu2price,menu3,menu3price,menu4,menu4price,menu5,menu5price,menu6,menu6price,menu7,menu7price,menu8,menu8price,menu9,menu9price,when_is_this_business_open,hours_gold,menu1_gold,menu1price_gold,menu2_gold,menu2price_gold,menu3_gold,menu3price_gold,menu4_gold,menu4price_gold,menu5_gold,menu5price_gold,menu6_gold,menu6price_gold,url1,url2,url3,url4,url5,url6,url7
932245967,4/13/2016 21:39:39,true,1957767430,,4/13/2016 21:21:58,false,instagc,1.0,36325839,VEN,23,Maracaibo,186.94.232.69,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,http://i.imgur.com/vZ6srBF.jpg,,,,,,
932249747,4/13/2016 21:14:51,true,1957735273,,4/13/2016 21:05:35,false,neodev,1.0,33883284,VEN,07,Valencia,186.95.206.30,No,Hot Dog,,,,,,,,,,,,,,,,,,,,,$1.25,With Chili or Cheese,,,$1.50,Hot or Mild Sausage,$2.50,With Chili or Cheese,$3,Kielbasa,$3,,,,,,,,,,No,Hot Dog,$1.25,With Chili or Cheese,$1.50,Hot or Mild Sausage,$2.50,With Chili or Cheese,$3,Kielbasa,$3,,,http://i.imgur.com/7DudiyG.jpg,,,,,,
932249747,4/13/2016 21:19:30,true,1957741487,,4/13/2016 21:15:48,false,clixsense,1.0,34183330,IDN,04,Jakarta,180.214.233.2,No,hOT DOG,,,,,,,,,,,,,,,,,,,,,$1.25,WITH CHILI or CHEESE,,,$1.50,HOT or MILD SAUSAGE,$2.50,WITH CHILI or CHEESE,$3,KIELBASA,$3,,,,,,,,,,No,Hot Dog,$1.25,With Chili or Cheese,$1.50,Hot or Mild Sausage,$2.50,With Chili or Cheese,$3,Kielbasa,$3,,,http://i.imgur.com/7DudiyG.jpg,,,,,,
932249747,4/13/2016 21:21:56,true,1957744596,,4/13/2016 21:09:20,false,instagc,1.0,36325839,VEN,23,Maracaibo,186.94.232.69,No,HOT DOG,,,,,,,,,,,,,,,,,,,,,$1.25,WITH CHILI or CHEESE,,,$1.50,HOT or MILD SAUSAGE,$2.50,WITH CHILI or CHEESE,$3,KIELBASA,$3,,,,,,,,,,No,Hot Dog,$1.25,With Chili or Cheese,$1.50,Hot or Mild Sausage,$2.50,With Chili or Cheese,$3,Kielbasa,$3,,,http://i.imgur.com/7DudiyG.jpg,,,,,,
932249747,4/13/2016 21:24:16,true,1957747549,,4/13/2016 21:15:51,false,elite,1.0,36882579,GBR,H9,London,193.109.196.152,No,Hot Dog,,,,,,,,,,,,,,,,,,,,,$1.25,With Chili or Cheese,,,$1.50,Hot or Mild Sausage,$2.50,With Chili or Cheese,$3,Kielbasa,$3,,,,,,,,,,No,Hot Dog,$1.25,With Chili or Cheese,$1.50,Hot or Mild Sausage,$2.50,With Chili or Cheese,$3,Kielbasa,$3,,,http://i.imgur.com/7DudiyG.jpg,,,,,,
932249747,4/13/2016 21:25:22,true,1957748848,,4/13/2016 21:18:56,false,clixsense,0.75,33315191,IND,07,Delhi,106.203.79.249,No,HOT DOG,,,,,,,,,,,,,,,,,,,,,$1.25,WITH CHILI or CHEESE,,,$1.50,HOT or MILD SAUSAGE,$2.50,WITH CHILI or CHEESE,$3,KIELBASA,$3,,,,,,,,,,No,Hot Dog,$1.25,With Chili or Cheese,$1.50,Hot or Mild Sausage,$2.50,With Chili or Cheese,$3,Kielbasa,$3,,,http://i.imgur.com/7DudiyG.jpg,,,,,,
932249747,4/13/2016 21:28:55,true,1957753366,,4/13/2016 21:19:58,false,neodev,1.0,11358679,ITA,16,Florence,93.51.70.34,No,Hot Dog,,,,,,,,,,,,,,,,,,,,,$1.25,With Chili or Cheese,,,$1.50,Hot or Mild Sausage,$2.50,With Chili or Cheese,$3,Kielbasa,$3,,,,,,,,,,No,Hot Dog,$1.25,With Chili or Cheese,$1.50,Hot or Mild Sausage,$2.50,With Chili or Cheese,$3,Kielbasa,$3,,,http://i.imgur.com/7DudiyG.jpg,,,,,,
932249747,4/13/2016 21:32:43,true,1957758386,,4/13/2016 21:20:32,false,neodev,1.0,34969140,SRB,00,Belgrade,46.240.249.4,No,Hot Dog,,,,,,,,,,,,,,,,,,,,,$1.25,With Chili or Cheese,,,$1.50,Hot or Mild Sausage,$2.50,With Chili or Cheese,$3,Kielbasa,$3,,,,,,,,,,No,Hot Dog,$1.25,With Chili or Cheese,$1.50,Hot or Mild Sausage,$2.50,With Chili or Cheese,$3,Kielbasa,$3,,,http://i.imgur.com/7DudiyG.jpg,,,,,,
932249747,4/13/2016 21:36:53,true,1957763901,,4/13/2016 21:07:49,false,neodev,1.0,30230665,BGD,81,Dhaka,103.231.162.54,No,HOT DOG,,,,,,,,,,,,,,,,,,,,,$1.25,WITH CHILI or CHEESE,,,$1.50,HOT or MILD SAUSAGE,$2.50,WITH CHILI or CHEESE,$3,KIELBASA,$3,,,,,,,,,,No,Hot Dog,$1.25,With Chili or Cheese,$1.50,Hot or Mild Sausage,$2.50,With Chili or Cheese,$3,Kielbasa,$3,,,http://i.imgur.com/7DudiyG.jpg,,,,,,
932250420,4/13/2016 21:13:13,true,1957732878,,4/13/2016 21:04:46,false,neodev,1.0,36956678,UKR,15,Lviv,194.44.121.5,No,Pork or Chicken Chow Fun,,,,,,,,,,,,,,,,,,,,,$4.50,Beef or Shrimp Chow Fun,,,$4.75,Subgum Chow Fun,$5,,,,,,,,,,,,,,No,Pork or Chicken Chow Fun,$4.50,Beef or Shrimp Chow Fun,$4.75,Subgum Chow Fun,$5,,,,,,,http://i.imgur.com/J7FPFdn.jpg,,,,,,
932250420,4/13/2016 21:18:02,true,1957739614,,4/13/2016 21:10:55,false,elite,1.0,32557092,BGR,64,Vratsa,94.139.212.137,No,PORK or CHICKEN CHOW FUN,,,,,,,,,,,,,,,,,,,,,$4.50,BEEF or SHRIMP CHOW FUN,,,$4.75,SUBGUM CHOW FUN,$5,,,,,,,,,,,,,,No,Pork or Chicken Chow Fun,$4.50,Beef or Shrimp Chow Fun,$4.75,Subgum Chow Fun,$5,,,,,,,http://i.imgur.com/J7FPFdn.jpg,,,,,,
932250420,4/13/2016 21:21:56,true,1957744583,,4/13/2016 21:09:20,false,instagc,1.0,36325839,VEN,23,Maracaibo,186.94.232.69,No,PORK or CHICKEN CHOW FUN,,,,,,,,,,,,,,,,,,,,,$4.50,BEEF or SHRIMP CHOW FUN,,,$4.75,SUBGUM CHOW FUN,$5,,,,,,,,,,,,,,No,Pork or Chicken Chow Fun,$4.50,Beef or Shrimp Chow Fun,$4.75,Subgum Chow Fun,$5,,,,,,,http://i.imgur.com/J7FPFdn.jpg,,,,,,
932250420,4/13/2016 21:28:56,true,1957753418,,4/13/2016 21:10:18,false,elite,1.0,30500478,BIH,01,Tesanj,185.26.178.116,No,PORK or CHICKEN CHOW FUN,,,,,,,,,,,,,,,,,,,,,$4.50,BEEF or SHRIMP CHOW FUN,,,$4.75,SUBGUM CHOW FUN,$5,,,,,,,,,,,,,,No,Pork or Chicken Chow Fun,$4.50,Beef or Shrimp Chow Fun,$4.75,Subgum Chow Fun,$5,,,,,,,http://i.imgur.com/J7FPFdn.jpg,,,,,,
932250420,4/13/2016 21:38:31,true,1957766008,,4/13/2016 21:19:15,false,clixsense,1.0,35905302,EGY,"","",45.244.202.141,No,PORK or CHICKEN CHOW FUN,,,,,,,,,,,,,,,,,,,,,$4.50,BEEF or SHRIMP CHOW FUN,,,$4.75,SUBGUM CHOW FUN,$5,,,,,,,,,,,,,,No,Pork or Chicken Chow Fun,$4.50,Beef or Shrimp Chow Fun,$4.75,Subgum Chow Fun,$5,,,,,,,http://i.imgur.com/J7FPFdn.jpg,,,,,,
