1,13
2,33
3,40
4,23
5,15
6,9
7,5
8,24
9,16
10,2
11,78
12,14
13,39
14,39
15,53
16,42
17,20
18,27
19,14
20,72
21,5
22,6
23,28
24,2
25,12
26,43
27,6
28,72
29,28
